Date,Message
2025-11-25 01:45:00+07:00,"4112.59,4126.11,4110.37,4120.34"
2025-11-25 02:00:00+07:00,"4120.35,4124.3,4116.45,4117"
2025-11-25 02:15:00+07:00,"4117.01,4120.6,4114.82,4118.83"
2025-11-25 02:30:00+07:00,"4118.82,4119.34,4114.2,4115.88"
2025-11-25 02:45:00+07:00,"4115.89,4121.35,4115.72,4118.31"
2025-11-25 03:00:00+07:00,"4118.32,4123.76,4118,4121.79"
2025-11-25 03:15:00+07:00,"4121.8,4125.51,4121.29,4124.65"
2025-11-25 03:30:00+07:00,"4124.62,4133.77,4124.53,4131.24"
2025-11-25 03:45:00+07:00,"4131.25,4133.47,4128.6,4132.52"
2025-11-25 04:00:00+07:00,"4132.51,4133.81,4130.35,4132.08"
2025-11-25 04:15:00+07:00,"4132.09,4133.11,4130.77,4132.49"
2025-11-25 04:30:00+07:00,"4132.53,4139.94,4131.04,4138.85"
2025-11-25 04:45:00+07:00,"4138.86,4139.86,4133.37,4135.39"
2025-11-25 06:00:00+07:00,"4134.44,4137.95,4125.29,4129.05"
2025-11-25 06:15:00+07:00,"4129.06,4132.83,4127.62,4131.05"
2025-11-25 06:30:00+07:00,"4131.24,4136.43,4128.88,4135.79"
2025-11-25 06:45:00+07:00,"4135.78,4144.16,4135.65,4143.8"
2025-11-25 07:00:00+07:00,"4143.69,4144.42,4136.26,4136.43"
2025-11-25 07:15:00+07:00,"4136.84,4140.25,4133.89,4135.82"
2025-11-25 07:30:00+07:00,"4135.67,4137.17,4131.72,4135.21"
2025-11-25 07:45:00+07:00,"4135.19,4136.3,4127.99,4129.71"
2025-11-25 08:00:00+07:00,"4129.7,4135.99,4124.06,4128.53"
2025-11-25 08:15:00+07:00,"4128.53,4128.67,4122.71,4127.37"
2025-11-25 08:30:00+07:00,"4127.38,4138.98,4127.17,4136.81"
2025-11-25 08:45:00+07:00,"4136.8,4137.12,4132.8,4134.59"
2025-11-25 09:00:00+07:00,"4134.58,4141.84,4133.02,4136.74"
2025-11-25 09:15:00+07:00,"4136.75,4145.45,4135.59,4144.89"
2025-11-25 09:30:00+07:00,"4144.91,4152.61,4143.83,4152.45"
2025-11-25 09:45:00+07:00,"4152.45,4155.77,4149.86,4151.2"
2025-11-25 10:00:00+07:00,"4151.2,4151.21,4145.11,4145.89"
2025-11-25 10:15:00+07:00,"4145.77,4147.56,4139.65,4145.49"
2025-11-25 10:30:00+07:00,"4145.5,4145.68,4140.84,4144.96"
2025-11-25 10:45:00+07:00,"4144.95,4145.73,4141.26,4143.09"
2025-11-25 11:00:00+07:00,"4143.04,4146.02,4139.56,4145.04"
2025-11-25 11:15:00+07:00,"4145.04,4147.89,4144.65,4146.23"
2025-11-25 11:30:00+07:00,"4146.24,4148.47,4143.29,4145.06"
2025-11-25 11:45:00+07:00,"4145.05,4146.28,4140.22,4140.65"
2025-11-25 12:00:00+07:00,"4140.87,4148.1,4140.75,4146.62"
2025-11-25 12:15:00+07:00,"4146.72,4147.34,4142.79,4144.25"
2025-11-25 12:30:00+07:00,"4144.24,4147.39,4141.27,4146.63"
2025-11-25 12:45:00+07:00,"4146.62,4152.07,4144.97,4150.77"
2025-11-25 13:00:00+07:00,"4150.76,4152.2,4146.09,4147.14"
2025-11-25 13:15:00+07:00,"4147.12,4149.11,4140.02,4140.81"
2025-11-25 13:30:00+07:00,"4140.8,4143.73,4138.71,4139.68"
2025-11-25 13:45:00+07:00,"4139.67,4143.3,4138.56,4141.83"
2025-11-25 14:00:00+07:00,"4141.82,4146.09,4139.78,4140.31"
